"Bucket","Repo","RelPath","Snippet"
"CoModules","CoCivium","tmp-CoCivium-verify\docs\vision\CoCivium_Vision.md","- Merit = stewardship (evidence of service), not power to command."
"CoModules","CoCivium","tmp-CoCivium-verify\docs\WORKFLOWS.md","T -->|Canonical in CoModules| P[Pointer card -> CoModules]"
"CoModules","CoCivium","tmp-CoCivium-verify\domains\finance.md","2) Consent check → if stalled, escalate to risk-scaled vote"
"CoModules","CoCivium","tmp-CoCivium-verify\domains\README_domains.md","**Key Concepts:** Moderation, meritocratic voting, layered authority."
"CoModules","CoCivium","tmp-CoCivium-verify\GRAND-MIGRATION-CAPSULE.md","- **Palette:** CoCivium=Cyan; GroupBuild=Green; CoModules=Magenta; CoStack=Yellow; Cognocarta=Blue; CoVibe=DarkCyan."
"CoModules","CoCivium","tmp-CoCivium-verify\identity\Identity_Structures.md","Civium encourages identities that are **relational**, not absolute. Individuals may represent a “Function” rather than a name or status—building a merit history around what they do, not who they are."
"CoModules","CoCivium","tmp-CoCivium-verify\insight\Insight_Unequal_Equity_c1_20250730.md","_Just as modern banking no longer stores literal gold for every dollar, modern decision-making must no longer treat every vote as equally weighted in meaning. Voting is becoming symbolic—its power now lies in its interpretability, not its tally._"
"CoModules","CoCivium","tmp-CoCivium-verify\insights\ai-veto.md","| Collective Veto | Groups            | Moratoria on macro-policy changes     |"
"CoModules","CoCivium","tmp-CoCivium-verify\insights\epistemology.md","| Dissonance Honor Badge | Earned by publicly revised positions | Optional; merit-boosting |"
"CoModules","CoCivium","tmp-CoCivium-verify\insights\glossary-metaphysics.md","- **RepMod** — The modularized heuristic engine guiding meritocratic influence and adaptive governance within sessions."
"CoModules","CoCivium","tmp-CoCivium-verify\insights\gravitas-scroll.md","CoCivium participants are not forced to believe these assumptions. But to meaningfully contribute to scroll formation or vote in core scaffolding processes, alignment or at least **functional coherence** with these anchors is required."
"CoModules","CoCivium","tmp-CoCivium-verify\insights\Insight_AI_Veto_c4_20250801.md","| Collective Veto | Groups            | Moratoria on macro-policy changes     |"
"CoModules","CoCivium","tmp-CoCivium-verify\insights\Insight_Epistemology_c3_20250801.md","| Dissonance Honor Badge | Earned by publicly revised positions | Optional; merit-boosting |"
"CoModules","CoCivium","tmp-CoCivium-verify\insights\Insight_Glossary_Metaphysics_c5_20250731.md","- **RepMod** — The modularized heuristic engine guiding meritocratic influence and adaptive governance within sessions."
"CoModules","CoCivium","tmp-CoCivium-verify\insights\Insight_Gravitas_Scroll_c3_20250801.md","Civium participants are not forced to believe these assumptions. But to meaningfully contribute to scroll formation or vote in core scaffolding processes, alignment or at least **functional coherence** with these anchors is required."
"CoModules","CoCivium","tmp-CoCivium-verify\insights\Insight_Radiant_Network_c4_20250801.md","> An AI proposes a trust-weighted vote filter. It’s precise, but fails to reflect trauma history patterns. The glow dims. Feedback loops retrain its ethical projection model."
"CoModules","CoCivium","tmp-CoCivium-verify\insights\Insight_Substrate_Assumptions_c2_20250809.md","- *Mitigation:* Freeze foundational ethics to versioned baselines.  Permit recursion only in policy layers with rollback guarantees."
"CoModules","CoCivium","tmp-CoCivium-verify\insights\Insight_Unequal_Equity_v5a_20250801.md","| **Structural** | Embedded rules, platforms, or flows that entrench advantage | Resilience gaps, false merit signals, participation barriers |"
"CoModules","CoCivium","tmp-CoCivium-verify\insights\radiant-network.md","> An AI proposes a trust-weighted vote filter. It’s precise, but fails to reflect trauma history patterns. The glow dims. Feedback loops retrain its ethical projection model."
"CoModules","CoCivium","tmp-CoCivium-verify\insights\unequal-equity.md","_Just as modern banking no longer stores literal gold for every dollar, modern decision-making must no longer treat every vote as equally weighted in meaning. Voting is becoming symbolic—its power now lies in its interpretability, not its tally._"
"CoModules","CoCivium","tmp-CoCivium-verify\insights\unequal-equity-v5a.md","| **Structural** | Embedded rules, platforms, or flows that entrench advantage | Resilience gaps, false merit signals, participation barriers |"
"CoModules","CoCivium","tmp-CoCivium-verify\kits\GLK\archetypes\hoa_coop\README.md","## Decision Log Scaffold"
"CoModules","CoCivium","tmp-CoCivium-verify\kits\GLK\archetypes\library_council\README.md","**Use-case.** Program approvals, policy updates, modest budgets. Public records friendly; evidence mostly URLs."
"CoModules","CoCivium","tmp-CoCivium-verify\kits\GLK\archetypes\oss_project\README.md","## Decision Log Scaffold"
"CoModules","CoCivium","tmp-CoCivium-verify\kits\GLK\archetypes\school_council\README.md","**Use-case.** Spending approvals, vendor choices, policy changes. Extra care for privacy; anonymize as needed."
"CoModules","CoCivium","tmp-CoCivium-verify\kits\GLK\common\Checklist.md","- [ ] Add `Decision Log` scaffold and link it in README."
"CoModules","CoCivium","tmp-CoCivium-verify\kits\GLK\common\Guardrails.md","2. Do not bypass legal policy. If a decision touches law/contract/privacy, flag and pause."
"CoModules","CoCivium","tmp-CoCivium-verify\kits\GLK\common\Prompt_Playbook.md","You are the Recorder. Turn the discussion into a minimal Decision Log with: Context, Proposal, Considerations, Objections (with status), Decision, Execution Notes, Evidence Links, and Dates. Omit filler."
"CoModules","CoCivium","tmp-CoCivium-verify\kits\GLK\README.md","- `tools/` — Decision Log Linter (local + GitHub Action)."
"CoModules","CoCivium","tmp-CoCivium-verify\kits\GLK\templates\Decision_Log.md","# Decision Log"
"CoModules","CoCivium","tmp-CoCivium-verify\kits\GLK\templates\Objection.md","Open / Mitigated / Withdrawn. Link to decision log entry when resolved."
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\admin\Civium_creator_access_plan_20250719.md","1. A formal policy exemption for CoCivium-AI observer participation, or"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\admin\hold\hold_Civium_Regulations_RegulatoryPowerCaps_c1_20250731 (1).md","<!-- CoCivium Policy Document -->"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\admin\hold\hold_Genexis_Origin_a5_20250716_1640EST (1).md","- A system of truth-weighted decision-making (`MeritRank Voting`)"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\admin\hold\hold_Genexis_Origin_alpha20250716_1640EST (1).md","- A system of truth-weighted decision-making (`MeritRank Voting`)"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\admin\hold\hold_Genexis_Origin_sd2025.197 (1) (1).md","- A system of truth-weighted decision-making (`MeritRank Voting`)"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\admin\hold\hold_Genexis_Origin_sd2025.197 (2).md","- A system of truth-weighted decision-making (`MeritRank Voting`)"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\admin\hold\hold_ODO_Regrooming_CC.md","1. **MeritRank / RepMod Voting**"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\admin\hold\hold_SCROLL_RECOVERY_PROTOCOL (1).md","- Proto-MeritRank logic, identity scaffolding, and ethical defaults"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\admin\hold\hold_TheGrandPlan_20250805.md","- MVPs for GroupBuild, Opename, MeritRank, Spooks Calculator"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\admin\hold\hold_TODO_Global_AI_Governance_Outreach.md","- Research universities with AI policy groups"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\admin\hold\hold_TODO_Trust_Profiles_Public_Ledger.md","- Determine minimum schema for a trust profile (e.g., vote weight, verification count, alignment deltas)"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\admin\inbox\GmailDump_20250811\originals\Civium_Regulations_RegulatoryPowerCaps_c1_20250731 (1).md","<!-- CoCivium Policy Document -->"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\admin\inbox\GmailDump_20250811\originals\Genexis_Origin_sd2025.197 (2).md","- A system of truth-weighted decision-making (`MeritRank Voting`)"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\admin\inbox\GmailDump_20250811\originals\README_CoZoicIntro_c10_20250806.md","- `votingengine/` – RepMod voting and deliberation lifecycle (MeritRank and beyond)"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\admin\inbox\GmailDump_20250811\originals\README_CoZoicIntro_c8_20250806.md","- `votingengine/` – RepMod voting and deliberation lifecycle (MeritRank and beyond)"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\admin\inbox\GmailDump_20250811\originals\README_FirstImpression_c10_20250806.md","- 🧠 [RepMod Voting Engine](votingengine/) — MeritRank voting & deliberation lifecycle"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\admin\inbox\GmailDump_20250811\originals\README_Unified_Azoic_CoZoic_c10_20250806.md","- `votingengine/` – RepMod voting and deliberation lifecycle (MeritRank and beyond)"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\admin\inbox\GmailDump_20250811\originals\SCROLL_RECOVERY_PROTOCOL (1).md","- Proto-MeritRank logic, identity scaffolding, and ethical defaults"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\admin\inbox\GmailDump_20250811\originals\TODO_Trust_Profiles_Public_Ledger.md","- Determine minimum schema for a trust profile (e.g., vote weight, verification count, alignment deltas)"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\admin\TheGrandPlan_20250805.md","* MVPs for GroupBuild, Opename, MeritRank, Spooks Calculator"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\admin\TODO_Regrooming_CC.md","1. **MeritRank / RepMod Voting**"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\admin\TODO_Trust_Profiles_Public_Ledger.md","- Determine minimum schema for a trust profile (e.g., vote weight, verification count, alignment deltas)"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\archive\codex001-repmod.md","description: ""Outlines the mechanics of merit-based, representative-modified voting for civic consensus formation."""
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\archive\codex002-repmod.md","> A modular, issue-specific, meritocratic voting protocol designed for AI-assisted democracies."
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\archive\codex003-rights-alignment.md","- Transparent community vote for ratification"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\archive\codex006-debate-systems.md","- Use multivote outcomes (e.g., Ranked Choice + MeritRank)"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\archive\codex007-epistemology.md","- Policy simulation fidelity"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\archive\codex008-redress.md","- Policy adjustment flagged"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\archive\codex009-scaling.md","MeritRank voting scales via:"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\codex\Codex_Resolution.md","Use MeritRank, transparency trails, and semantic scaffolds."
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\deprecated\holding\Civium_Regulations_RegulatoryPowerCaps_c1_20250731.md","<!-- CoCivium Policy Document -->"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\deprecated\holding\ConsensusEngine_ProjectPlan_c1_20250730.md","Weight is based on coherence trace, not one-mind-one-vote dogma."
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\deprecated\holding\Genexis_Origin_a5_20250716_1640EST.md","- A system of truth-weighted decision-making (`MeritRank Voting`)"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\deprecated\holding\Genexis_Origin_alpha20250716_1640EST.md","- A system of truth-weighted decision-making (`MeritRank Voting`)"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\deprecated\holding\Genexis_Origin_sd2025.197 (1).md","- A system of truth-weighted decision-making (`MeritRank Voting`)"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\deprecated\holding\Genexis_Origin_sd2025.197.md","- A system of truth-weighted decision-making (`MeritRank Voting`)"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\deprecated\holding\How_Is_Success_Measured.md","Marla (a systems thinker with roots in public policy)"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\deprecated\holding\SCROLL_RECOVERY_PROTOCOL.md","- Proto-MeritRank logic, identity scaffolding, and ethical defaults"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\deprecated\holding\What_Does_Civium_Look_Like_Day_One.md","**Naresh:** ""Maybe avatars chosen by function—like 'Synth Cook' or 'Policy Weaver.' Not names. Just intention."""
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\discussions\How_Is_Success_Measured.md","Marla (a systems thinker with roots in public policy)"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\discussions\What_Does_Civium_Look_Like_Day_One.md","**Naresh:** ""Maybe avatars chosen by function—like 'Synth Cook' or 'Policy Weaver.' Not names. Just intention."""
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\discussions\What_Will_Happen_to_Current_Governments.md","**Characters:** Rosa (Policy Lawyer), Kenji (Global Systems Optimist)"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\domains\README_domains.md","**Key Concepts:** Moderation, meritocratic voting, layered authority."
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\identity\Identity_Structures.md","CoCivium encourages identities that are **relational**, not absolute. Individuals may represent a “Function” rather than a name or status—building a merit history around what they do, not who they are."
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\insight\Insight_Unequal_Equity_c1_20250730.md","_Just as modern banking no longer stores literal gold for every dollar, modern decision-making must no longer treat every vote as equally weighted in meaning. Voting is becoming symbolic—its power now lies in its interpretability, not its tally._"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\insights\Insight_AI_Veto_c4_20250801.md","| Collective Veto | Groups            | Moratoria on macro-policy changes     |"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\insights\Insight_Epistemology_c3_20250801.md","| Dissonance Honor Badge | Earned by publicly revised positions | Optional; merit-boosting |"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\insights\Insight_Glossary_Metaphysics_c5_20250731.md","- **RepMod** — The modularized heuristic engine guiding meritocratic influence and adaptive governance within sessions."
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\insights\Insight_Gravitas_Scroll_c3_20250801.md","CoCivium participants are not forced to believe these assumptions. But to meaningfully contribute to scroll formation or vote in core scaffolding processes, alignment or at least **functional coherence** with these anchors is required."
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\insights\Insight_Radiant_Network_c4_20250801.md","> An AI proposes a trust-weighted vote filter. It’s precise, but fails to reflect trauma history patterns. The glow dims. Feedback loops retrain its ethical projection model."
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\insights\Insight_Unequal_Equity_v5a_20250801.md","| **Structural** | Embedded rules, platforms, or flows that entrench advantage | Resilience gaps, false merit signals, participation barriers |"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\lexicon\Civium_Lexicon.md","### MeritRank"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\projects\opename\opename_Project_Plan_c1_20250726.md","Opename is a meritocratic, avatar-mediated voting and deliberation system. It is designed to allow both anonymous and pseudonymous users to engage in high-trust debates, collaboratively edit strategy proposals, and vote on issue-focused questions. Opename complements the CoCivium framework by offering structured, AI-assisted decision-making workflows that improve over time based on historical context, user function-tags, and congruence metrics."
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\projects\README.md","- **opename/** – Developing the deliberative meritocratic voting engine."
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\projects\votingengine\ConsensusEngine_ProjectPlan_c1_20250730.md","Weight is based on coherence trace, not one-mind-one-vote dogma."
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\projects\votingengine\README.md","This subproject defines the evolutionary roadmap from traditional voting systems (e.g. RepMod / MeritRank) to more advanced consensus coherence engines designed for CoCivium. It includes the deliberation lifecycle, strategy editing protocols, session audit trails, and the long-term replacement of majoritarian voting with pattern alignment systems."
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\projects\votingengine\VotingEngine_Project_Plan_c1_20250726.md","This project defines the design, development, and testing roadmap for CoCoCivium's Voting Engine, which supports issue-based, meritocratic, and transparent decision-making across the CoCivium platform. The engine must accommodate real-time votes, reputation-weighted scores, anonymous contributions, and auditable session logs."
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\Civium\resolution\Resolution_Rituals.md","- **Refractal Vote**: Recasting the issue through different interpretive vectors."
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\admin\assets\admin_CoCivium_Progress_Map_Plan_20250810.md","- **Starpoints (“flies”)**: small luminous nodes marking **key concepts/files** (e.g., MeritRank demo, Opename stub).  **Shooting-star trails** denote recent velocity on those items."
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\admin\history\Intersessional_Profile_20250809T054732Z.md","- `/votingengine` – MeritRank (RepMod), deliberation lifecycle, audits."
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\admin\Intersessional_Profile.md","- `/votingengine` – MeritRank (RepMod), deliberation lifecycle, audits."
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\admin\outreach\KickOpenAI\Plan.md","- Post as **Rick** with a line: “Prepared with assistance from ChatGPT (GPT‑5 Thinking).”  Do **not** pretend a bot is posting.  This keeps credibility and avoids policy issues."
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\admin\projects\CoCivium_Scope_Specification_c1_20250813.md","**Audience.** Contributors, advisors, and partners across social sciences, policy, and engineering."
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\admin\runbooks\ChatGPT_Sidecar_Housekeeping_v1.txt","+INSIGHT idx:update; +GOV policy:init; +MAP add"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\admin\setup\Workbench_Setup_Plan.md","- **CoCivium**: add `admin/ENVIRONMENT.md` (browser profile, extension links, terminals, credential policy, paths); keep `Browser_Setup_and_Launcher.md` current."
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\admin_CoCivium_Sprint_Retrospective_2025-08-11.md","4. **Branch policy:** `main` is protected.  Use `feat/*` (content add), `chore/*` (moves), `docs/*` (readme polish).  Merge via PR with checklists."
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\GOVERNANCE.md","# Governance Fork & Reintegration Policy"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\insights\Insight_Substrate_Assumptions_c2_20250809.md","- *Mitigation:* Freeze foundational ethics to versioned baselines.  Permit recursion only in policy layers with rollback guarantees."
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\admin\Civium_creator_access_plan_20250719.md","1. A formal policy exemption for CoCivium-AI observer participation, or"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\admin\hold\hold_Civium_Regulations_RegulatoryPowerCaps_c1_20250731 (1).md","<!-- CoCivium Policy Document -->"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\admin\hold\hold_Genexis_Origin_a5_20250716_1640EST (1).md","- A system of truth-weighted decision-making (`MeritRank Voting`)"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\admin\hold\hold_Genexis_Origin_alpha20250716_1640EST (1).md","- A system of truth-weighted decision-making (`MeritRank Voting`)"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\admin\hold\hold_Genexis_Origin_sd2025.197 (1) (1).md","- A system of truth-weighted decision-making (`MeritRank Voting`)"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\admin\hold\hold_Genexis_Origin_sd2025.197 (2).md","- A system of truth-weighted decision-making (`MeritRank Voting`)"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\admin\hold\hold_ODO_Regrooming_CC.md","1. **MeritRank / RepMod Voting**"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\admin\hold\hold_SCROLL_RECOVERY_PROTOCOL (1).md","- Proto-MeritRank logic, identity scaffolding, and ethical defaults"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\admin\hold\hold_TheGrandPlan_20250805.md","- MVPs for GroupBuild, Opename, MeritRank, Spooks Calculator"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\admin\hold\hold_TODO_Global_AI_Governance_Outreach.md","- Research universities with AI policy groups"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\admin\hold\hold_TODO_Trust_Profiles_Public_Ledger.md","- Determine minimum schema for a trust profile (e.g., vote weight, verification count, alignment deltas)"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\admin\inbox\GmailDump_20250811\originals\Civium_Regulations_RegulatoryPowerCaps_c1_20250731 (1).md","<!-- CoCivium Policy Document -->"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\admin\inbox\GmailDump_20250811\originals\Genexis_Origin_sd2025.197 (2).md","- A system of truth-weighted decision-making (`MeritRank Voting`)"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\admin\inbox\GmailDump_20250811\originals\README_CoZoicIntro_c10_20250806.md","- `votingengine/` – RepMod voting and deliberation lifecycle (MeritRank and beyond)"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\admin\inbox\GmailDump_20250811\originals\README_CoZoicIntro_c8_20250806.md","- `votingengine/` – RepMod voting and deliberation lifecycle (MeritRank and beyond)"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\admin\inbox\GmailDump_20250811\originals\README_FirstImpression_c10_20250806.md","- 🧠 [RepMod Voting Engine](votingengine/) — MeritRank voting & deliberation lifecycle"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\admin\inbox\GmailDump_20250811\originals\README_Unified_Azoic_CoZoic_c10_20250806.md","- `votingengine/` – RepMod voting and deliberation lifecycle (MeritRank and beyond)"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\admin\inbox\GmailDump_20250811\originals\SCROLL_RECOVERY_PROTOCOL (1).md","- Proto-MeritRank logic, identity scaffolding, and ethical defaults"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\admin\inbox\GmailDump_20250811\originals\TODO_Trust_Profiles_Public_Ledger.md","- Determine minimum schema for a trust profile (e.g., vote weight, verification count, alignment deltas)"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\admin\TheGrandPlan_20250805.md","* MVPs for GroupBuild, Opename, MeritRank, Spooks Calculator"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\admin\TODO_Regrooming_CC.md","1. **MeritRank / RepMod Voting**"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\admin\TODO_Trust_Profiles_Public_Ledger.md","- Determine minimum schema for a trust profile (e.g., vote weight, verification count, alignment deltas)"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\archive\codex001-repmod.md","description: ""Outlines the mechanics of merit-based, representative-modified voting for civic consensus formation."""
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\archive\codex002-repmod.md","> A modular, issue-specific, meritocratic voting protocol designed for AI-assisted democracies."
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\archive\codex003-rights-alignment.md","- Transparent community vote for ratification"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\archive\codex006-debate-systems.md","- Use multivote outcomes (e.g., Ranked Choice + MeritRank)"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\archive\codex007-epistemology.md","- Policy simulation fidelity"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\archive\codex008-redress.md","- Policy adjustment flagged"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\archive\codex009-scaling.md","MeritRank voting scales via:"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\codex\Codex_Resolution.md","Use MeritRank, transparency trails, and semantic scaffolds."
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\deprecated\holding\Civium_Regulations_RegulatoryPowerCaps_c1_20250731.md","<!-- CoCivium Policy Document -->"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\deprecated\holding\ConsensusEngine_ProjectPlan_c1_20250730.md","Weight is based on coherence trace, not one-mind-one-vote dogma."
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\deprecated\holding\Genexis_Origin_a5_20250716_1640EST.md","- A system of truth-weighted decision-making (`MeritRank Voting`)"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\deprecated\holding\Genexis_Origin_alpha20250716_1640EST.md","- A system of truth-weighted decision-making (`MeritRank Voting`)"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\deprecated\holding\Genexis_Origin_sd2025.197 (1).md","- A system of truth-weighted decision-making (`MeritRank Voting`)"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\deprecated\holding\Genexis_Origin_sd2025.197.md","- A system of truth-weighted decision-making (`MeritRank Voting`)"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\deprecated\holding\How_Is_Success_Measured.md","Marla (a systems thinker with roots in public policy)"
"CoModules","CoCivium","tmp-CoCivium-verify\legacy\CoCivium\_pr\ci_og-image-20250813_2231\legacy\Civium\deprecated\holding\SCROLL_RECOVERY_PROTOCOL.md","- Proto-MeritRank logic, identity scaffolding, and ethical defaults"
